carat,cut,color,clarity,depth,table,x,y,z
0.5,Ideal,F,SI2,61.7,55.0,5.13,5.15,3.17
0.3,Ideal,G,SI2,62.1,58.0,4.27,4.3,2.66
0.4,Ideal,F,SI1,61.6,55.0,4.72,4.76,2.92
0.7,Very Good,G,SI1,63.3,61.0,5.6,5.55,3.53
0.31,Good,D,SI1,63.5,56.0,4.29,4.31,2.73
1.21,Good,G,SI1,63.8,58.0,6.75,6.64,4.27
0.82,Very Good,E,VS2,62.8,59.0,5.92,5.93,3.72
0.5,Fair,G,VS1,64.9,57.0,4.98,4.94,3.22
1.04,Very Good,E,SI1,62.8,59.0,6.46,6.41,4.04
1.31,Premium,H,SI2,60.8,58.0,7.13,7.08,4.32
2.07,Very Good,H,SI1,62.1,59.0,8.15,8.2,5.08
2.01,Very Good,I,VS2,62.4,58.0,8.06,7.99,5.01
1.06,Ideal,H,VS2,61.2,55.0,6.57,6.61,4.03
0.9,Premium,F,VS2,61.9,55.0,6.25,6.23,3.86
1.02,Ideal,G,SI2,62.4,54.0,6.39,6.47,4.02
0.71,Premium,E,VS2,61.0,60.0,5.76,5.69,3.49
0.5,Ideal,E,SI1,63.0,56.0,5.13,5.06,3.21
0.54,Premium,H,VS1,62.6,59.0,5.22,5.19,3.26
1.12,Ideal,D,SI1,60.5,56.0,6.75,6.78,4.09
0.31,Ideal,I,SI1,61.3,55.0,4.39,4.42,2.7
2.13,Premium,J,SI2,62.6,58.0,8.21,8.18,5.13
1.74,Ideal,E,SI1,62.2,56.0,7.72,7.67,4.79
0.62,Fair,F,SI1,55.1,66.0,5.85,5.7,3.18
0.8,Premium,E,SI1,62.9,60.0,5.89,5.87,3.7
0.5,Very Good,F,VS1,61.9,62.0,5.02,5.06,3.12
0.32,Very Good,E,VVS1,60.9,58.0,4.49,4.45,2.72
1.07,Ideal,E,SI2,62.4,60.0,6.49,6.52,4.06
2.5,Fair,H,SI2,64.9,58.0,8.46,8.43,5.48
0.31,Ideal,D,VS2,61.2,55.0,4.38,4.35,2.67
0.37,Ideal,J,IF,61.9,54.0,4.63,4.68,2.88
1.3,Premium,F,VS1,61.0,59.0,7.05,7.08,4.31
1.02,Premium,E,SI1,62.8,58.0,6.45,6.39,4.03
0.36,Ideal,G,SI1,61.1,55.0,4.58,4.62,2.81
1.14,Premium,D,SI2,59.2,61.0,6.84,6.82,4.04
0.7,Very Good,E,SI2,63.2,61.0,5.62,5.59,3.54
0.3,Premium,E,VS2,61.8,58.0,4.28,4.26,2.64
0.71,Ideal,D,SI2,61.0,56.0,5.77,5.8,3.53
0.4,Premium,F,VVS1,61.1,59.0,4.75,4.78,2.91
1.18,Premium,I,SI2,60.8,58.0,6.84,6.78,4.14
0.34,Ideal,E,VVS1,62.2,56.0,4.46,4.44,2.77
1.5,Premium,G,SI1,62.3,58.0,7.33,7.27,4.55
0.72,Very Good,F,SI2,58.5,60.0,5.86,5.93,3.45
1.03,Ideal,E,VVS2,60.6,59.0,6.5,6.53,3.95
0.28,Very Good,I,VS2,61.9,57.0,4.16,4.19,2.58
0.31,Ideal,J,SI1,62.4,53.0,4.38,4.4,2.74
1.02,Very Good,D,SI2,62.7,59.0,6.36,6.44,4.01
0.7,Good,I,SI2,63.5,56.0,5.59,5.63,3.56
1.34,Very Good,E,SI2,62.1,63.0,7.06,7.01,4.37
2.07,Very Good,J,VS2,61.3,56.0,8.16,8.2,5.02
0.74,Fair,G,SI1,64.8,59.0,5.63,5.6,3.64
0.58,Ideal,E,SI2,61.4,57.1,5.36,5.38,3.3
0.31,Ideal,D,VS1,60.5,57.0,4.39,4.41,2.66
0.54,Ideal,G,VVS2,62.6,57.0,5.19,5.23,3.26
1.01,Premium,F,VS1,62.5,58.0,6.42,6.37,4.0
1.29,Ideal,G,VVS2,62.4,57.0,6.97,6.94,4.34
1.01,Very Good,H,SI1,61.9,59.0,6.4,6.43,3.97
1.14,Ideal,H,SI1,62.3,56.0,6.69,6.77,4.19
0.3,Ideal,E,VVS1,62.5,56.0,4.28,4.3,2.68
1.33,Ideal,H,SI1,62.7,56.0,7.04,6.99,4.4
0.35,Premium,H,SI1,60.0,61.0,4.6,4.57,2.75
0.77,Very Good,J,VVS1,62.8,58.0,5.78,5.84,3.65
0.41,Good,I,SI1,63.8,57.0,4.7,4.67,2.99
1.02,Good,D,SI1,63.3,58.0,6.35,6.39,4.03
0.78,Very Good,J,VS2,63.0,58.0,5.84,5.87,3.69
0.38,Ideal,E,VVS2,62.4,56.0,4.63,4.69,2.91
1.06,Very Good,F,SI1,61.2,57.0,6.58,6.68,4.06
1.02,Ideal,H,VVS2,62.1,56.0,6.5,6.45,4.02
0.71,Ideal,D,SI1,62.4,57.0,5.69,5.72,3.56
1.51,Ideal,I,SI1,62.2,56.0,7.36,7.27,4.55
0.41,Ideal,E,VS1,62.0,55.0,4.77,4.74,2.95
0.7,Premium,E,SI2,59.8,61.0,5.76,5.74,3.44
0.39,Premium,F,VVS1,59.7,58.0,4.75,4.73,2.83
0.71,Ideal,E,SI2,62.7,56.0,5.68,5.71,3.57
0.31,Ideal,G,SI1,61.2,56.0,4.37,4.39,2.68
0.5,Premium,G,SI2,60.7,57.0,5.15,5.07,3.1
0.51,Ideal,F,VS1,62.5,55.0,5.08,5.13,3.19
0.36,Premium,F,VS2,60.5,60.0,4.61,4.55,2.77
1.15,Premium,G,VS1,63.0,60.0,6.68,6.6,4.18
0.71,Ideal,J,VS1,62.3,55.0,5.7,5.73,3.56
0.4,Premium,E,IF,61.3,58.0,4.77,4.73,2.91
0.51,Ideal,E,SI1,61.7,56.0,5.13,5.17,3.18
0.71,Good,G,VS2,64.0,55.0,5.65,5.67,3.62
1.09,Premium,F,SI1,62.7,58.0,6.56,6.51,4.1
2.14,Ideal,H,SI2,61.9,57.0,8.34,8.28,5.14
1.29,Ideal,F,VS1,60.7,57.0,7.08,7.05,4.29
1.03,Ideal,F,SI1,61.3,57.0,6.58,6.51,4.01
0.36,Ideal,E,VS1,61.6,57.0,4.54,4.58,2.81
0.31,Ideal,I,IF,61.3,57.0,4.4,4.34,2.68
0.41,Premium,I,VVS1,61.9,57.0,4.82,4.78,2.97
0.31,Ideal,D,SI1,62.4,56.0,4.33,4.35,2.71
1.56,Good,J,VS2,62.3,64.0,7.41,7.36,4.6
0.3,Ideal,D,VS2,61.0,55.0,4.38,4.34,2.66
1.51,Premium,H,SI1,61.2,60.0,7.46,7.37,4.54
0.74,Premium,F,SI2,59.6,58.0,5.91,5.87,3.51
0.4,Good,G,VS2,62.8,54.4,4.67,4.7,2.94
0.82,Premium,G,SI2,60.7,61.0,6.01,5.98,3.64
1.2,Ideal,H,SI2,61.0,57.0,6.9,6.84,4.19
0.9,Good,F,VS2,63.3,57.0,6.04,6.09,3.84
0.33,Premium,E,VS2,61.1,59.0,4.49,4.45,2.73
0.31,Ideal,F,VS2,61.9,54.0,4.38,4.35,2.7
0.91,Very Good,F,VS2,62.1,58.0,6.19,6.24,3.86
1.11,Very Good,G,SI2,63.2,56.0,6.61,6.56,4.16
0.31,Premium,H,VVS2,60.6,60.0,4.34,4.38,2.64
1.25,Premium,H,SI2,60.5,61.0,6.97,6.91,4.2
0.4,Very Good,F,SI2,62.6,53.0,4.7,4.75,2.96
1.53,Premium,E,SI2,58.9,59.0,7.63,7.55,4.47
1.0,Good,F,SI2,60.2,65.0,6.38,6.41,3.85
1.02,Very Good,E,VS2,59.2,58.0,6.52,6.58,3.88
0.9,Good,D,SI1,63.6,63.0,6.07,6.03,3.85
0.6,Premium,G,VVS1,60.0,58.0,5.53,5.43,3.29
1.0,Fair,J,SI1,64.9,58.0,6.29,6.23,4.06
0.59,Very Good,E,SI1,62.9,58.0,5.31,5.34,3.35
0.32,Ideal,D,VVS1,61.8,56.0,4.39,4.41,2.72
1.11,Premium,E,SI2,62.5,58.0,6.61,6.63,4.14
0.72,Very Good,G,SI2,59.7,56.0,5.83,5.89,3.5
1.12,Ideal,G,SI2,62.4,56.0,6.63,6.67,4.15
0.56,Ideal,G,VS2,62.0,56.0,5.28,5.3,3.28
0.23,Very Good,E,VVS2,63.8,57.0,3.88,3.9,2.48
1.06,Premium,E,VS2,62.3,58.0,6.52,6.49,4.05
0.33,Very Good,F,VS1,59.3,56.0,4.49,4.55,2.68
1.01,Fair,F,SI2,58.2,61.0,6.48,6.52,3.78
1.01,Very Good,F,VS2,59.1,59.0,6.58,6.65,3.91
1.32,Premium,F,SI2,60.6,60.0,7.05,7.1,4.29
2.0,Ideal,H,VS2,62.4,55.0,8.03,7.94,4.99
0.73,Premium,G,I1,62.5,58.0,5.82,5.74,3.61
0.71,Premium,E,SI1,59.2,59.0,5.83,5.86,3.46
0.7,Very Good,F,SI1,60.3,59.0,5.73,5.82,3.48
1.16,Ideal,D,VS1,61.2,58.0,6.73,6.76,4.13
2.01,Very Good,J,SI2,63.3,56.0,7.86,7.96,5.01
1.0,Very Good,D,SI1,61.4,63.0,6.35,6.41,3.92
1.04,Fair,G,SI2,66.1,60.0,6.32,6.23,4.15
2.0,Good,G,SI2,64.3,60.0,7.87,7.83,5.05
0.42,Ideal,F,VVS2,61.6,56.0,4.85,4.83,2.98
1.0,Good,H,SI1,64.9,56.0,6.24,6.31,4.07
0.7,Ideal,F,VS1,61.2,58.0,5.7,5.73,3.5
0.3,Ideal,D,VS2,61.0,55.0,4.36,4.33,2.65
0.4,Premium,D,VS2,62.5,59.0,4.72,4.66,2.93
0.32,Good,D,SI1,63.3,57.0,4.37,4.38,2.77
0.71,Very Good,F,SI2,63.2,57.0,5.66,5.7,3.59
0.3,Premium,D,VS1,60.7,58.0,4.34,4.36,2.64
0.77,Ideal,F,SI1,61.7,56.0,5.85,5.91,3.63
1.08,Premium,H,VS2,62.4,58.0,6.56,6.49,4.07
0.5,Good,D,SI2,63.4,59.0,5.0,5.03,3.18
0.57,Ideal,E,VS1,61.4,57.0,5.32,5.37,3.28
0.73,Good,E,VS2,64.2,54.0,5.68,5.72,3.66
0.3,Ideal,H,IF,62.1,55.0,4.3,4.27,2.66
0.71,Ideal,H,SI2,59.4,57.0,5.87,5.81,3.47
0.32,Premium,F,VS2,59.4,58.0,4.48,4.44,2.65
0.23,Good,G,VVS2,63.8,56.0,3.94,3.9,2.5
0.7,Ideal,E,VS2,61.9,58.0,5.7,5.73,3.54
0.7,Good,H,SI1,63.8,58.0,5.66,5.59,3.59
0.54,Ideal,G,VVS2,60.6,56.0,5.26,5.27,3.19
0.3,Premium,I,VS1,61.6,61.0,4.28,4.23,2.62
0.71,Very Good,E,VS2,61.6,56.0,5.74,5.81,3.56
1.5,Good,I,SI1,62.9,60.0,7.12,7.16,4.49
1.12,Premium,F,VS1,61.8,59.0,6.75,6.65,4.14
0.31,Ideal,D,VS2,60.8,56.0,4.39,4.42,2.68
0.7,Good,I,SI1,63.5,59.0,5.62,5.65,3.58
1.01,Ideal,G,VVS2,60.9,56.0,6.51,6.55,3.98
0.32,Very Good,D,SI1,63.1,57.0,4.38,4.37,2.76
1.63,Ideal,H,VS2,62.4,55.0,7.53,7.57,4.71
0.72,Ideal,E,VS2,61.1,56.0,5.78,5.81,3.54
0.39,Ideal,I,VS2,60.8,56.0,4.72,4.75,2.88
0.3,Very Good,G,SI1,61.0,58.0,4.3,4.32,2.63
1.22,Very Good,J,SI2,62.2,60.0,6.77,6.89,4.25
0.57,Ideal,E,VS2,61.6,56.0,5.38,5.33,3.3
2.03,Premium,I,SI1,59.9,58.0,8.23,8.21,4.92
0.54,Ideal,G,SI1,61.7,55.0,5.24,5.27,3.24
0.72,Ideal,H,VS1,61.6,55.0,5.76,5.8,3.56
0.44,Very Good,E,VVS2,59.6,59.0,4.98,4.99,2.97
0.3,Ideal,G,IF,61.6,56.0,4.34,4.36,2.68
2.01,Very Good,I,VS1,62.9,59.0,7.94,8.03,5.02
0.3,Ideal,E,VS2,62.3,56.0,4.28,4.32,2.68
0.31,Ideal,G,VVS1,61.2,56.0,4.34,4.38,2.67
0.5,Premium,F,SI1,62.5,59.0,5.03,4.99,3.13
0.36,Ideal,D,SI1,60.3,56.0,4.61,4.65,2.79
0.5,Ideal,H,VS1,62.6,53.0,5.09,5.14,3.2
0.33,Very Good,I,VVS2,61.6,57.0,4.43,4.45,2.73
0.97,Very Good,G,VVS1,61.9,54.0,6.33,6.36,3.93
0.31,Ideal,F,IF,62.0,55.0,4.37,4.41,2.72
0.31,Premium,H,VS1,62.4,58.0,4.34,4.28,2.69
1.51,Very Good,J,VS2,61.0,58.0,7.35,7.41,4.5
0.32,Good,I,VS2,63.2,56.0,4.32,4.38,2.75
1.43,Very Good,J,VS2,62.8,56.0,7.13,7.19,4.5
1.0,Very Good,G,VS2,62.9,56.0,6.27,6.42,3.99
1.32,Ideal,G,SI2,62.9,57.0,6.98,6.94,4.38
0.77,Very Good,D,VS2,63.0,58.0,5.81,5.85,3.67
0.23,Very Good,E,VVS1,60.2,59.0,3.97,4.01,2.4
1.7,Very Good,J,SI1,63.2,57.0,7.63,7.55,4.8
0.33,Very Good,G,VVS1,61.2,57.0,4.47,4.5,2.74
1.06,Ideal,F,I1,62.1,55.0,6.54,6.57,4.07
0.7,Good,F,SI1,63.8,58.0,5.56,5.67,3.58
1.01,Very Good,G,SI2,63.0,58.0,6.29,6.34,3.98
1.1,Premium,H,VS2,62.5,58.0,6.59,6.54,4.1
0.51,Very Good,F,SI2,62.7,56.0,5.07,5.1,3.19
2.01,Very Good,I,VS1,59.7,63.0,8.24,8.15,4.89
0.32,Ideal,G,VS1,62.3,56.0,4.39,4.37,2.73
1.01,Good,E,SI1,63.3,57.0,6.33,6.37,4.02
1.51,Premium,J,VS2,59.6,60.0,7.58,7.48,4.49
0.32,Premium,D,SI2,62.5,58.0,4.38,4.33,2.72
0.32,Very Good,I,VS2,63.2,56.0,4.38,4.32,2.75
1.2,Ideal,I,SI1,62.6,58.0,6.74,6.71,4.21
0.42,Premium,G,VS2,60.1,61.0,4.84,4.81,2.9
2.02,Ideal,F,SI2,62.7,57.0,8.07,7.93,5.03
0.34,Premium,I,SI1,60.2,59.0,4.55,4.52,2.73
0.52,Very Good,G,VS1,62.2,63.0,5.22,5.13,3.22
1.09,Premium,I,VS2,61.3,58.0,6.63,6.58,4.05
0.72,Premium,G,VS2,62.9,57.0,5.73,5.65,3.58
1.56,Ideal,G,VS1,61.3,56.0,7.46,7.51,4.59
0.39,Ideal,E,VS2,60.5,56.0,4.75,4.77,2.88
1.04,Premium,I,SI1,62.5,62.0,6.45,6.39,4.01
0.97,Very Good,G,SI1,60.2,61.0,6.4,6.46,3.87
1.4,Premium,F,VS2,60.7,58.0,7.26,7.17,4.38
0.36,Ideal,H,VS2,62.1,55.0,4.61,4.57,2.85
0.71,Ideal,E,SI1,61.8,57.0,5.72,5.76,3.55
1.01,Good,E,VS2,63.7,56.0,6.29,6.27,4.0
0.4,Ideal,I,SI1,61.6,56.0,4.68,4.74,2.9
0.26,Very Good,E,VS1,63.0,59.0,4.03,4.06,2.55
0.33,Ideal,H,SI2,61.1,57.0,4.46,4.48,2.73
0.34,Premium,G,VS2,62.4,59.0,4.47,4.41,2.77
0.5,Ideal,E,SI1,60.6,59.0,5.13,5.16,3.12
0.33,Ideal,F,SI2,61.4,57.0,4.44,4.48,2.74
0.83,Ideal,H,VS2,61.6,55.0,6.04,6.08,3.73
0.31,Premium,F,VS2,61.3,59.0,4.34,4.31,2.65
0.3,Ideal,G,VVS2,61.1,57.0,4.32,4.35,2.65
0.71,Very Good,I,VS1,61.1,57.0,5.75,5.8,3.53
1.58,Ideal,F,SI1,60.3,56.0,7.56,7.62,4.58
0.7,Ideal,H,SI1,62.5,56.0,5.64,5.69,3.54
1.01,Ideal,I,VS2,61.3,53.0,6.52,6.54,4.0
0.61,Very Good,H,VVS2,61.4,57.0,5.46,5.5,3.36
1.0,Premium,F,VS2,58.6,61.0,6.53,6.5,3.82
0.9,Very Good,E,SI1,61.7,58.0,6.15,6.2,3.81
0.9,Ideal,G,SI2,61.4,56.0,6.19,6.23,3.81
0.42,Very Good,I,VS1,60.4,60.0,4.82,4.88,2.93
1.23,Ideal,G,VVS2,62.7,56.0,6.81,6.84,4.28
0.78,Very Good,F,VS1,63.3,56.0,5.84,5.89,3.71
0.9,Good,G,SI2,63.3,59.0,6.07,6.12,3.86
1.51,Ideal,J,VS2,61.1,57.0,7.36,7.3,4.48
0.33,Ideal,G,VS2,61.2,55.0,4.46,4.49,2.74
0.7,Very Good,F,VVS1,63.3,62.0,5.67,5.57,3.56
1.09,Ideal,D,SI1,61.9,57.0,6.57,6.61,4.08
1.08,Premium,I,SI1,62.2,58.0,6.6,6.56,4.09
0.3,Ideal,H,VVS2,62.1,54.0,4.32,4.35,2.69
0.46,Very Good,F,SI1,63.1,56.0,4.9,4.87,3.08
0.3,Ideal,E,VVS2,62.1,54.0,4.32,4.35,2.69
1.24,Very Good,J,SI2,60.4,61.0,6.85,6.92,4.16
1.15,Very Good,H,SI1,62.4,57.0,6.68,6.71,4.18
1.22,Ideal,H,SI2,61.7,56.0,6.91,6.83,4.24
1.03,Premium,H,SI1,62.5,59.0,6.46,6.41,4.02
0.3,Ideal,G,VS2,61.9,57.0,4.26,4.3,2.65
0.27,Ideal,F,IF,61.8,55.0,4.16,4.19,2.58
0.71,Ideal,G,VVS1,62.8,56.0,5.71,5.76,3.6
1.04,Very Good,F,SI2,63.2,58.0,6.39,6.34,4.02
1.14,Ideal,G,VVS1,61.1,58.0,6.74,6.77,4.13
0.74,Very Good,E,SI2,63.1,57.0,5.8,5.76,3.65
1.05,Very Good,F,IF,59.7,55.0,6.66,6.73,4.0
1.12,Fair,I,SI2,64.6,57.0,6.5,6.47,4.19
1.1,Ideal,H,SI2,63.1,58.0,6.54,6.53,4.12
0.31,Premium,D,SI1,60.0,61.0,4.43,4.41,2.65
0.71,Very Good,H,SI1,60.7,60.0,5.73,5.76,3.49
1.01,Premium,F,VS1,62.4,61.0,6.39,6.36,3.98
0.33,Very Good,G,VVS2,60.9,59.0,4.45,4.49,2.72
0.91,Good,D,SI1,63.1,61.0,6.1,6.16,3.87
0.5,Premium,F,VS2,61.4,60.0,5.13,5.17,3.16
0.27,Very Good,E,VVS2,61.8,59.0,4.14,4.18,2.57
0.32,Ideal,F,VS2,62.4,54.0,4.38,4.4,2.74
0.55,Ideal,E,SI1,60.8,56.0,5.31,5.34,3.24
0.52,Ideal,I,VVS2,62.2,57.0,5.18,5.11,3.2
1.5,Very Good,G,VS1,62.4,57.0,7.24,7.31,4.54
0.41,Good,G,SI1,64.3,54.0,4.72,4.68,3.02
0.32,Premium,G,VS2,62.1,60.0,4.34,4.39,2.71
0.3,Ideal,F,VS1,62.3,56.0,4.26,4.28,2.66
0.59,Very Good,E,SI2,63.8,57.0,5.31,5.34,3.4
2.11,Premium,J,SI1,62.4,58.0,8.27,8.17,5.13
0.52,Ideal,E,SI1,60.7,55.0,5.23,5.22,3.18
0.8,Very Good,F,VS1,63.8,55.0,5.84,5.89,3.74
0.29,Very Good,G,VVS1,61.5,57.0,4.24,4.27,2.62
0.31,Very Good,G,VVS1,62.6,61.0,4.28,4.31,2.69
1.7,Premium,I,VS2,61.3,59.0,7.69,7.59,4.68
0.32,Ideal,D,SI1,61.5,56.0,4.42,4.39,2.71
1.09,Ideal,E,SI1,61.1,55.0,6.7,6.66,4.08
1.5,Ideal,F,SI1,61.8,56.0,7.27,7.34,4.52
1.01,Good,E,SI1,63.7,58.0,6.32,6.36,4.04
0.51,Good,G,VVS2,57.6,56.0,5.27,5.35,3.06
0.35,Good,E,VS1,61.3,65.0,4.51,4.53,2.77
2.02,Ideal,J,SI1,62.7,54.2,8.03,8.08,5.05
0.9,Very Good,E,SI1,62.6,58.0,6.11,6.15,3.84
1.0,Good,G,VS2,56.6,61.0,6.65,6.61,3.75
1.02,Ideal,F,VS2,62.1,57.0,6.44,6.37,3.98
0.33,Ideal,I,SI1,61.3,56.0,4.44,4.47,2.73
1.5,Premium,E,VS1,59.5,61.0,7.46,7.43,4.43
0.59,Ideal,F,SI1,62.3,54.0,5.37,5.41,3.36
0.3,Ideal,F,VS2,61.9,54.0,4.29,4.33,2.67
0.4,Ideal,D,VS2,61.7,56.0,4.72,4.74,2.92
0.61,Ideal,D,VS2,61.0,57.0,5.49,5.53,3.36
0.5,Very Good,D,VS2,59.1,59.0,5.19,5.24,3.08
1.12,Premium,H,SI1,61.6,59.0,6.63,6.67,4.1
0.53,Ideal,D,IF,61.5,54.0,5.27,5.21,3.22
1.01,Ideal,F,VS1,61.8,57.0,6.41,6.46,3.98
0.31,Good,I,VVS1,63.1,59.0,4.25,4.31,2.7
2.06,Ideal,I,SI2,62.3,57.0,8.2,8.12,5.09
1.14,Ideal,H,SI1,61.6,56.0,6.72,6.74,4.14
0.3,Ideal,F,VVS1,62.3,56.0,4.3,4.34,2.69
0.74,Good,J,VS2,60.6,62.6,5.79,5.85,3.53
1.18,Premium,G,SI2,61.4,58.0,6.82,6.77,4.17
1.01,Premium,E,VS1,60.8,59.0,6.46,6.42,3.92
0.7,Fair,H,VVS2,64.5,65.0,5.52,5.45,3.54
0.41,Very Good,H,VS1,62.0,56.0,4.74,4.78,2.95
1.22,Very Good,H,SI1,63.5,55.0,6.78,6.73,4.29
0.37,Premium,E,VS2,60.6,58.0,4.65,4.62,2.81
1.09,Premium,H,SI2,59.6,61.0,6.69,6.63,3.97
0.78,Very Good,F,SI1,62.4,58.0,5.83,5.86,3.65
1.07,Ideal,G,VVS2,62.4,55.6,6.48,6.55,4.07
0.4,Premium,E,VVS2,61.4,56.0,4.81,4.74,2.93
1.71,Very Good,D,SI2,62.1,58.0,7.56,7.64,4.72
0.28,Very Good,E,VS2,63.0,59.0,4.11,4.15,2.6
0.32,Ideal,E,VS2,61.5,56.0,4.43,4.45,2.73
0.34,Ideal,J,VS1,61.9,53.9,4.5,4.53,2.79
0.32,Ideal,J,VVS1,62.3,54.0,4.41,4.43,2.75
0.3,Ideal,H,VVS1,61.3,57.0,4.32,4.36,2.66
0.77,Good,H,VVS2,64.3,57.9,5.7,5.86,3.71
0.3,Ideal,I,VVS1,61.1,57.0,4.36,4.32,2.65
0.9,Good,G,VS2,62.1,59.0,6.02,6.16,3.78
1.02,Good,F,SI1,63.2,59.0,6.35,6.38,4.02
0.7,Very Good,F,SI1,61.1,57.0,5.7,5.73,3.49
0.43,Premium,F,VS2,59.8,58.0,4.89,4.94,2.94
1.22,Ideal,I,SI1,60.8,57.0,6.95,6.89,4.21
1.02,Very Good,J,SI2,62.6,60.0,6.39,6.42,4.01
0.31,Ideal,I,IF,62.2,54.0,4.39,4.36,2.72
0.9,Premium,I,SI2,60.6,60.0,6.23,6.28,3.79
1.51,Ideal,G,VVS2,60.5,56.0,7.45,7.42,4.5
0.41,Very Good,D,SI1,63.0,56.0,4.75,4.8,3.01
1.01,Ideal,G,VS2,62.4,56.0,6.42,6.39,4.0
2.03,Premium,J,SI1,60.1,58.0,8.26,8.21,4.95
1.21,Very Good,D,SI2,62.3,59.0,6.74,6.78,4.21
0.41,Premium,G,VS2,60.8,59.0,4.78,4.8,2.91
1.0,Good,I,VS1,63.9,56.0,6.37,6.18,4.01
1.02,Ideal,G,VVS1,61.5,57.0,6.44,6.47,3.97
0.3,Ideal,D,VS2,61.9,57.0,4.29,4.33,2.67
0.41,Ideal,F,VVS1,60.3,56.0,4.8,4.85,2.91
0.31,Very Good,F,SI1,63.2,56.0,4.31,4.27,2.71
0.32,Premium,H,VVS1,61.5,59.0,4.41,4.37,2.7
0.38,Premium,H,SI1,61.2,62.0,4.66,4.62,2.84
2.0,Premium,G,SI1,59.0,62.0,6.16,6.15,4.82
0.62,Ideal,H,IF,61.9,55.0,5.5,5.52,3.41
0.31,Very Good,H,VS2,63.1,58.0,4.32,4.27,2.71
0.4,Very Good,D,VS1,63.3,57.0,4.66,4.72,2.97
1.01,Very Good,G,VS2,63.4,55.0,6.35,6.4,4.04
2.0,Fair,E,SI2,59.9,61.0,8.16,8.04,4.86
0.9,Premium,D,SI2,62.3,58.0,6.27,6.05,3.84
0.47,Premium,E,SI1,60.2,61.0,5.05,4.96,3.02
0.32,Ideal,D,SI1,61.5,54.0,4.42,4.46,2.73
1.24,Premium,J,VS2,61.4,59.0,6.91,6.83,4.22
0.37,Ideal,G,VVS1,61.4,55.0,4.67,4.71,2.88
0.74,Premium,G,SI2,62.7,60.0,5.78,5.73,3.61
0.53,Ideal,H,VS1,61.6,57.0,5.18,5.24,3.21
0.54,Very Good,E,SI1,60.2,58.0,5.23,5.37,3.19
0.71,Fair,J,VS2,64.4,56.0,5.64,5.6,3.62
0.32,Ideal,D,SI1,62.0,57.0,4.42,4.38,2.73
0.32,Ideal,E,VS1,61.9,56.0,4.38,4.41,2.72
0.91,Ideal,I,VS1,62.5,55.0,6.25,6.2,3.89
0.46,Ideal,I,IF,62.2,55.0,4.94,4.97,3.08
0.3,Ideal,G,IF,62.1,54.0,4.3,4.33,2.68
0.81,Ideal,F,VS2,61.9,55.0,6.0,5.95,3.7
1.62,Ideal,G,VS2,61.7,54.0,7.57,7.58,4.68
0.33,Good,H,VS2,63.8,55.0,4.4,4.44,2.82
1.7,Premium,E,SI1,61.8,58.0,7.62,7.52,4.68
1.2,Premium,I,SI2,59.0,60.0,6.99,6.95,4.11
0.58,Ideal,G,VVS2,61.9,57.0,5.36,5.33,3.31
1.7,Premium,G,SI2,62.2,59.0,7.68,7.6,4.75
1.2,Ideal,I,VS1,62.1,57.0,6.84,6.8,4.23
0.85,Ideal,D,SI1,61.9,56.0,6.03,6.09,3.75
0.32,Good,E,SI1,63.1,56.0,4.36,4.39,2.76
1.16,Ideal,D,VS2,62.1,57.0,6.7,6.73,4.17
0.5,Very Good,F,SI2,62.5,56.0,5.05,5.09,3.17
0.52,Ideal,D,VS2,61.8,55.0,5.19,5.16,3.2
0.92,Good,E,SI1,63.7,57.0,6.11,6.14,3.9
1.22,Very Good,J,SI1,58.8,61.0,6.94,7.0,4.1
0.72,Ideal,J,SI1,62.3,56.0,5.75,5.78,3.59
1.51,Very Good,H,SI2,60.2,59.0,7.33,7.43,4.44
0.66,Ideal,D,SI1,62.7,55.0,5.56,5.61,3.5
1.7,Premium,F,VS1,60.6,58.0,7.71,7.68,4.66
0.36,Premium,F,SI1,61.1,59.0,4.59,4.55,2.79
0.41,Ideal,F,IF,62.1,55.0,4.76,4.81,2.97
0.8,Very Good,F,VS2,62.3,57.0,5.91,5.94,3.69
0.52,Premium,F,VS2,62.1,59.0,5.15,5.12,3.19
0.5,Very Good,G,VS2,60.9,58.0,5.08,5.1,3.1
2.0,Premium,I,VS1,60.8,59.0,8.13,8.02,4.91
0.74,Ideal,F,VVS2,61.5,54.0,5.84,5.86,3.6
1.21,Premium,G,VS2,62.2,60.0,6.79,6.75,4.21
1.6,Premium,D,SI2,61.9,58.0,7.54,7.49,4.65
0.52,Ideal,F,VVS1,62.3,56.0,5.14,5.16,3.21
1.52,Premium,E,VS1,60.1,59.0,7.49,7.45,4.49
0.28,Very Good,E,VS1,60.9,59.0,4.19,4.22,2.56
1.0,Premium,I,SI2,62.5,56.0,6.38,6.3,3.96
2.06,Good,I,SI1,59.0,64.0,8.39,8.13,4.89
0.81,Very Good,J,SI1,63.1,59.0,5.88,5.91,3.72
0.7,Very Good,E,SI1,63.3,58.0,5.63,5.57,3.55
2.21,Ideal,H,SI2,61.9,56.0,8.4,8.36,5.19
0.32,Ideal,H,VS2,62.2,57.0,4.38,4.36,2.72
0.7,Good,H,VVS2,61.4,64.0,5.73,5.61,3.48
0.3,Very Good,G,VVS2,59.7,63.0,4.34,4.37,2.6
0.52,Premium,F,SI1,61.1,59.0,5.21,5.17,3.17
